display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
RED CROWN FEDERAL CREDIT UNION,RED CROWN FEDERAL CREDIT UNION,5001 EAST 91ST STREET,TULSA,OK,74137,730581984,1,213842382,,,,,,,,,Florida ELT / Lienholder Source List
RED DOT CREDIT COPORATION,RED DOT CREDIT COPORATION,1900 N WASHINGTON BLVD,SARASOTA,FL,34234,460977986,2,631529971,,,,,,,,,Florida ELT / Lienholder Source List
RED DOT CREDIT CORPORATION,RED DOT CREDIT,1860 N WASHINGTON BLVD,SARASOTA,FL,34234,461517666,1,234040839,,,,,,,,,Florida ELT / Lienholder Source List
"RED FOX CAPITAL MORTGAGE FUND, LP",RED FOX CAPITAL MORTGAGE FUND LP,PO BOX 11065,CHARLOTTE,NC,28220,844507805,1,615481041,,,,,,,,,Florida ELT / Lienholder Source List
RED MOUNTAIN FUNDING,RED MOUNTAIN FUNDING,955 E MAIN ST,MESA,AZ,85203,860973431,2,600355317,,,,,,,,,Florida ELT / Lienholder Source List
RED MOUNTAIN LLC DBA CAREFREE BOAT SALES,RED MOUNTAIN DBA CAREFREE BOAT SALES,6700 LANIER ISLANDS PKWY,BUFORD,GA,30518,900675760,1,254216583,,,,,,,,,Florida ELT / Lienholder Source List
"RED PALM AUTO, LLC",RED PALM AUTO,2309 VITIANO CT,VENICE,FL,34292,471667764,2,240273145,,,,,,,,,Florida ELT / Lienholder Source List
RED RIVER BANK,RED RIVER BANK,1412 CENTRE CT,ALEXANDRIA,LA,71301,721426574,1,247258307,,,,,,,,,Florida ELT / Lienholder Source List
RED RIVER EMPLOYEES FEDERAL CREDIT UNION,RED RIVER EMPLOYEES FEDERAL CREDIT UNION,PO BOX 5909,TEXARKANA,TX,75505,750813510,1,203333495,,,,,,,,,Florida ELT / Lienholder Source List
RED RIVER FEDERAL CREDIT UNION,RED RIVER FEDERAL CREDIT UNION,P O BOX 638,ALTUS,OK,73521,730668635,1,97441467,,,,,,,,,Florida ELT / Lienholder Source List
RED ROCKS CREDIT UNION,RED ROCKS CREDIT UNION,PO BOX 175,WILMINGTON,OH,45177,840808889,3,248436709,,,,,,,,,Florida ELT / Lienholder Source List
RED ROSES AUTO SALES INC,RED ROSES AUTO SALES,913 US HWY 27 S,AVON PARK,FL,33825,731709880,3,233501517,,,,,,,,,Florida ELT / Lienholder Source List
RED WING CREDIT UNION,RED WING CREDIT UNION,3303 N SERVICE DR,RED WING,MN,55066,410793629,1,260477395,,,,,,,,,Florida ELT / Lienholder Source List
RED-AUTO CENTER LLC,RED AUTO CENTER,PO BOX 1431,SEBRING,FL,33871,331613047,2,632973797,,,,,,,,,Florida ELT / Lienholder Source List
REDEMPTION FINANCIAL SERVICES,REDEMPTION FINANCIAL SERVICES,2600 BELLE CHASSE HWY STE 205,TERRYTOWN,LA,70056,270786074,2,244667917,,,,,,,,,Florida ELT / Lienholder Source List
"REDITUS GROUP, LLC.",REDITUS GROUP,2700 GLADES CIR STE 155,WESTON,FL,33327,352543877,1,245158537,,,,,,,,,Florida ELT / Lienholder Source List
REDLINE AUTO LLC,REDLINE AUTO,4105 N FLORIDA AVE,TAMPA,FL,33603,463790972,2,239742755,,,,,,,,,Florida ELT / Lienholder Source List
REDLINE AUTO SALES LLC,REDLINE AUTO SALES,1605 W UNIVERSITY PKWY,SARASOTA,FL,34243,822311013,2,258863825,,,,,,,,,Florida ELT / Lienholder Source List
REDLINE MOTOR SALES LLC,REDLINE MOTOR SALES,1928 COURTLAND ST STE B,ORLANDO,FL,32804,471059542,2,239980725,,,,,,,,,Florida ELT / Lienholder Source List
REDLINE MOTORGROUP INC,REDLINE MOTORGROUP,4827 PHILIPS HWY UNIT 3,JACKSONVILLE,FL,32207,812077934,2,260153117,,,,,,,,,Florida ELT / Lienholder Source List
"REDLINE MOTORS, LLC",REDLINE MOTORS,4181 W US HIGHWAY 90,LAKE CITY,FL,32055,882608755,2,614586261,,,,,,,,,Florida ELT / Lienholder Source List
"REDMOND MOTOR COMPANY, INC",REDMOND MOTOR,1404 RED ASH PL,THE VILLAGES,FL,32162,832916939,2,259645911,,,,,,,,,Florida ELT / Lienholder Source List
REDSTONE FEDERAL CREDIT UNION,REDSTONE FEDERAL CREDIT UNION,220 WYNN DR,HUNTSVILLE,AL,35893,630322374,1,201262571,,,,,,,,,Florida ELT / Lienholder Source List
REDWOOD CREDIT UNION,REDWOOD CREDIT UNION,PO BOX 6104,SANTA ROSA,CA,95406,941244186,3,234709873,,,,,,,,,Florida ELT / Lienholder Source List
REED & ASSOCIATES LLC,REED ASSOCIATES,537 HAWTHORNE TRL,LAKELAND,FL,33803,821958035,1,258387273,,,,,,,,,Florida ELT / Lienholder Source List
REED MOTORCARS LLC,REED MOTORCARS,14350 SE 144TH AVE,WEIRSDALE,FL,32195,352476731,2,236408829,,,,,,,,,Florida ELT / Lienholder Source List
REED VENTURES LLC,REED VENTURES,3945 BAYSHORE DR,NAPLES,FL,34112,881016946,2,620315773,,,,,,,,,Florida ELT / Lienholder Source List
REELFOOT BANK,REELFOOT BANK,PO BOX 308,UNION CITY,TN,38261,620123410,1,97443035,,,,,,,,,Florida ELT / Lienholder Source List
"REES FAMILY PROPERTIES, LLC",REES FAMILY PROPERTIES,17690 NE STATE ROAD 121,WILLISTON,FL,32696,812496982,1,254061601,,,,,,,,,Florida ELT / Lienholder Source List
REESE CAPITAL HOLDINGS LLC DBA AUTOBANC OF TAMPA,REESE CAPITAL HOLDINGS DBA AUTOBANC OF TAMPA,13001 N FLORIDA AVE,TAMPA,FL,33612,844461776,2,605540389,,,,,,,,,Florida ELT / Lienholder Source List
REFRESH AUTO SALES,REFRESH AUTO SALES,PO BOX 9479,JACKSONVILLE,FL,32208,472700835,2,245277047,,,,,,,,,Florida ELT / Lienholder Source List
"REGAL CARS OF FLORIDA, INC",REGAL CARS OF FLORIDA,2100 DREW ST,CLEARWATER,FL,33765,263432942,2,233714187,,,,,,,,,Florida ELT / Lienholder Source List
REGAL NISSAN INC.,REGAL NISSAN,1000 HOLCOMB BRIDGE RD,ROSWELL,GA,30076,581399725,1,237965377,,,,,,,,,Florida ELT / Lienholder Source List
REGENCY MOTORS,REGENCY MOTORS,302 A SHILLINGER RD N,MOBILE,AL,36608,416373372,1,219175765,,,,,,,,,Florida ELT / Lienholder Source List
REGENCY MOTORS ENTERPRISES LLC,REGENCY MOTORS ENTERPRISES,103 N VOLUSIA AVE,ORANGE CITY,FL,32763,262349503,2,233395361,,,,,,,,,Florida ELT / Lienholder Source List
"REGENCY MOTORS ENTERPRISES, LLC.",REGENCY MOTORS ENTERPRISES,103 N VOLUSIA AVE,ORANGE CITY,FL,32763,465028677,3,245680067,,,,,,,,,Florida ELT / Lienholder Source List
REGENT BANK,REGENT BANK,1540 S FEDERAL HWY,POMPANO BEACH,FL,33062,592608698,4,244214251,,,,,,,,,Florida ELT / Lienholder Source List
REGENTS CAPITAL CORPORATION,REGENTS CAPITAL,"3200 BRISTOL STREET, SUITE 400",COSTA MESA,CA,92626,464392438,1,251870837,,,,,,,,,Florida ELT / Lienholder Source List
REGION AUTO SALES INC,REGION AUTO SALES,5611 PLUNKETT ST,HOLLYWOOD,FL,33023,813968803,2,612476019,,,,,,,,,Florida ELT / Lienholder Source List
"REGION ONE FINANCE, LLC",REGION ONE FINANCE,5690 BUFORD HWY STE-B,ATLANTA,GA,30340,352419437,1,235081961,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL ACCEPTANCE CORPORATION,REGIONAL ACCEPTANCE,PO BOX 277760,SACRAMENTO,CA,95827,561240678,2,208300212,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL AUTO FINANCE,REGIONAL AUTO FINANCE,6530 E COLONIAL DR,ORLANDO,FL,32807,800794143,2,233321589,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL AUTO SALES,REGIONAL AUTO SALES,701 S FRENCH AVE,SANFORD,FL,32771,853902484,2,628319121,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FEDERAL CREDIT UNION,REGIONAL FEDERAL CREDIT UNION,7144 KENNEDY AVE,HAMMOND,IN,46323,351074550,2,245932851,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONAL FINANCE COMPANY OF GEORGIA, LLC",REGIONAL FINANCE OF GEORGIA,3268 PROGRESS WAY,WILMINGTON,OH,45177,461906288,1,251507387,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONAL FINANCE COMPANY OF NEW MEXICO, LLC",REGIONAL FINANCE OF NEW MEXICO,3268 PROGRESS WAY,WILMINGTON,OH,45177,454561115,1,251507751,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONAL FINANCE COMPANY OF OKLAHOMA, LLC",REGIONAL FINANCE OF OKLAHOMA,3268 PROGRESS WAY,WILMINGTON,OH,45177,452860707,1,251507791,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONAL FINANCE COMPANY OF VIRGINIA, LLC",REGIONAL FINANCE OF VIRGINIA,3268 PROGRESS WAY,WILMINGTON,OH,45177,462635834,1,251507353,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FINANCE CORPORATION OF ALABAMA,REGIONAL FINANCE OF ALABAMA,3268 PROGRESS WAY,WILMINGTON,OH,45177,205653638,1,251507847,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FINANCE CORPORATION OF NORTH CAROLINA,REGIONAL FINANCE OF NORTH CAROLINA,3268 PROGRESS WAY,WILMINGTON,OH,45177,582415092,1,251507945,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FINANCE CORPORATION OF SOUTH CAROLINA,REGIONAL FINANCE OF SOUTH CAROLINA,3268 PROGRESS WAY,WILMINGTON,OH,45177,570998583,2,251508017,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FINANCE CORPORATION OF TENNESSEE,REGIONAL FINANCE OF TENNESSEE,3268 PROGRESS WAY,WILMINGTON,OH,45177,205370074,1,251508059,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL FINANCE CORPORATION OF TEXAS,REGIONAL FINANCE OF TEXAS,3268 PROGRESS WAY,WILMINGTON,OH,45177,752532935,2,251508095,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL MEMBERS FEDREAL CREDIT UNION,REGIONAL MEMBERS FEDREAL CREDIT UNION,PO BOX 9304,COLUMBUS,GA,31908,580563845,3,235709395,,,,,,,,,Florida ELT / Lienholder Source List
REGIONAL WHOLESALE INC,REGIONAL WHOLESALE,630 HWY 17-92 W,HAINES CITY,FL,33844,593921769,1,214308089,,,,,,,,,Florida ELT / Lienholder Source List
REGIONS BANK,REGIONS BANK,PO BOX 278779,SACRAMENTO,CA,95827,630371391,13,229439513,,,,,,,,,Florida ELT / Lienholder Source List
REGIONS BANK,REGIONS BANK,151 MAJOR REYNOLDS PL FL 2,KNOXVILLE,TN,37919,630371391,14,235507223,,,,,,,,,Florida ELT / Lienholder Source List
REGIONS BANK,REGIONS BANK,23970 HWY 59 N,KINGWOOD,TX,77339,452394504,1,230437137,,,,,,,,,Florida ELT / Lienholder Source List
REGIONS BANK - DEALER FINANCIAL SERVICES,REGIONS BANK DEALER FINANCIAL SERVICES,PO BOX 276357,SACRAMENTO,CA,95827,630371391,12,232817461,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONS COMMERCIAL EQUIPMENT FINANCE, LLC",REGIONS COMMERCIAL EQUIPMENT FINANCE,1900 5TH AVE N STE 2400,BIRMINGHAM,AL,35203,631239648,1,235275763,,,,,,,,,Florida ELT / Lienholder Source List
REGIONS EQUIPMENT FINANCE CORPORATION,REGIONS EQUIPMENT FINANCE,1900 5TH AVE N STE 2400,BIRMINGHAM,AL,35203,721371217,8,235275791,,,,,,,,,Florida ELT / Lienholder Source List
"REGIONS EQUIPMENT FINANCE, LTD",REGIONS EQUIPMENT FINANCE,1900 5TH AVE N STE 2400,BIRMINGHAM,AL,35203,630642631,7,235275811,,,,,,,,,Florida ELT / Lienholder Source List
REGISTER AUTO SALES,REGISTER AUTO SALES,209 HWY 17 S,WINTER HAVEN,FL,33880,371717690,1,234295131,,,,,,,,,Florida ELT / Lienholder Source List
REGOJO MOTORS ADVANTAGE,REGOJO MOTORS ADVANTAGE,9861 SW 48 ST,MIAMI,FL,33165,274411130,3,262549175,,,,,,,,,Florida ELT / Lienholder Source List
REHOBOT CAR SALES LLC,REHOBOT CAR SALES,301 W 7TH ST STE R,ORLANDO,FL,32824,992503228,2,627055175,,,,,,,,,Florida ELT / Lienholder Source List
REISALES MOTOR CORP,REISALES MOTOR,8215 NW 64TH ST UNIT 7,DORAL,FL,33166,993747763,3,629105043,,,,,,,,,Florida ELT / Lienholder Source List
"REJOICE FAMILY MOTORS, INC.",REJOICE FAMILY MOTORS,10932 NW 7TH ST STE 1,MIAMI,FL,33172,471458710,2,241674265,,,,,,,,,Florida ELT / Lienholder Source List
RELENTLESS RECOVERY CORP,RELENTLESS RECOVERY,4001 WASHINGTON ST,HOLLYWOOD,FL,33021,352424223,1,247184697,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE AFFORDABLE CARS LLC,RELIABLE AFFORDABLE CARS,1024 S WASHINGTON AVE,TITUSVILLE,FL,32780,822432611,2,254061399,,,,,,,,,Florida ELT / Lienholder Source List
"RELIABLE AUTO MOTORS, LLC",RELIABLE AUTO MOTORS,32 NW 78TH ST,MIAMI,FL,33150,461859748,2,235577039,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE AUTO SALES,RELIABLE AUTO SALES,1829 S OHIO AVE,LIVE OAK,FL,32064,204065965,5,233501541,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE AUTO SALES LLC,RELIABLE AUTO SALES,1603-1605 BANKS RD,MARGATE,FL,33063,611888087,2,602909639,,,,,,,,,Florida ELT / Lienholder Source List
"RELIABLE AUTO SOLUTION, LLC.",RELIABLE AUTO SOLUTION,2428-A N MONROE ST,TALLAHASSEE,FL,32303,472064236,2,244994561,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE AUTOS TAMPA LLC,RELIABLE AUTOS TAMPA,4017 W OSBORNE AVE STE 8,TAMPA,FL,33614,862642222,2,605848185,,,,,,,,,Florida ELT / Lienholder Source List
"RELIABLE CREDIT ASSOCIATION, INC",RELIABLE CREDIT ASSOCIATION,PO BOX 17067,SALEM,OR,97305,930472382,3,237328985,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE MOTOR BROKER INC,RELIABLE MOTOR BROKER,8540 N DALE MABRY HWY,TAMPA,FL,33614,593214321,3,234722857,,,,,,,,,Florida ELT / Lienholder Source List
"RELIABLE MOTORS, LLC",RELIABLE MOTORS,4630 S KIRKMAN RD,ORLANDO,FL,32811,472316413,2,246383605,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE PERFORMANCE MOTORS INC,RELIABLE PERFORMANCE MOTORS,3029 WELLINGTON DR,HOLIDAY,FL,34691,861976806,2,603216303,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE RIDES AUTO SALES LLC,RELIABLE RIDES AUTO SALES,PO BOX 2387,GREER,SC,29652,464481112,1,620964163,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE RIDES INC,RELIABLE RIDES,2430 N DIXIE HWY,WILTON MANORS,FL,33305,320637411,2,601093899,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE RIDES INC,RELIABLE RIDES,2430 N DIXIE HWY,WILTON MANORS,FL,33305,900484977,2,233394769,,,,,,,,,Florida ELT / Lienholder Source List
RELIABLE USED CARS INC /DELAND RELIABLE CARS & TRUCKS,RELIABLE USED CARS DELAND RELIABLE CARS TRUCKS,2180 S WOODLAND,DELAND,FL,32720,161643057,2,233479961,,,,,,,,,Florida ELT / Lienholder Source List
RELIANCE FEDERAL CREDIT UNION,RELIANCE FEDERAL CREDIT UNION,20102 VALLEY FORGE CIRCLE,KING OF PRUSSIA,PA,19406,231370533,1,208843783,,,,,,,,,Florida ELT / Lienholder Source List
RELIANCE MOTOR CREDIT LLC,RELIANCE MOTOR CREDIT,PO BOX 657,MELVILLE,NY,11747,825255058,1,626656919,,,,,,,,,Florida ELT / Lienholder Source List
RELIANT COMMUNITY FEDERAL CREDIT UNION,RELIANT COMMUNITY FEDERAL CREDIT UNION,P O BOX 40,SODUS,NY,14551,237107645,2,222092805,,,,,,,,,Florida ELT / Lienholder Source List
RELIANT FEDERAL CREDIT UNION,RELIANT FEDERAL CREDIT UNION,4015 PLAZA DR,CASPER,WY,82604,830172049,1,232737199,,,,,,,,,Florida ELT / Lienholder Source List
RELIANT FINANCIAL CORPORATION DBA GOLD ACCEPTANCE,RELIANT FINANCIAL DBA GOLD ACCEPTANCE,PO BOX 1889,ORANGE,CA,92856,330333820,2,236052489,,,,,,,,,Florida ELT / Lienholder Source List
RELYANCE AUTOMOTIVE,RELYANCE AUTOMOTIVE,204 N TAMPA AVE,ORLANDO,FL,32805,813245401,2,250512993,,,,,,,,,Florida ELT / Lienholder Source List
RELYON CREDIT UNION,RELYON CREDIT UNION,8989 HARRY HINES BLVD,DALLAS,TX,75235,750926100,2,255895273,,,,,,,,,Florida ELT / Lienholder Source List
REMON AUTOMOTIVE INC,REMON AUTOMOTIVE,1938 MEADOW DR,CLEARWATER,FL,33763,810780404,2,247396091,,,,,,,,,Florida ELT / Lienholder Source List
RENACARS,RENACARS,303 S JOHN YOUNG PKWY,KISSIMMEE,FL,34741,812677015,2,620318151,,,,,,,,,Florida ELT / Lienholder Source List
RENAS AUTO SALES,RENAS AUTO SALES,6000 SW 35TH ST # 13,MIRAMAR,FL,33023,872273817,2,606763181,,,,,,,,,Florida ELT / Lienholder Source List
RENASANT BANK,RENASANT BANK,PO BOX 4140,TUPELO,MS,38803,640220550,3,208065244,,,,,,,,,Florida ELT / Lienholder Source List
RENEE LANZA,RENEE LANZA,111 LAKE WINNEMISSETT DR,DELAND,FL,32771,871689060,1,604474841,,,,,,,,,Florida ELT / Lienholder Source List
RENEW CARS CORP,RENEW CARS,4125 NEPTUNE RD,SAINT CLOUD,FL,34769,921070378,2,624870919,,,,,,,,,Florida ELT / Lienholder Source List
"RENOWN AUTOMOTIVE, LLC",RENOWN AUTOMOTIVE,3150 GANDY BLVD N,ST PETERSBURG,FL,33702,820953471,1,251803803,,,,,,,,,Florida ELT / Lienholder Source List
RENT-2 OWN AUTO LLC,RENT 2 OWN AUTO,5508 N 50TH ST,TAMPA,FL,33610,811097551,2,253700683,,,,,,,,,Florida ELT / Lienholder Source List
RENTANZA LLC,RENTANZA,809 49TH ST S,GULFPORT,FL,33707,842902974,2,602069303,,,,,,,,,Florida ELT / Lienholder Source List
RENY'S AUTO SALES CORP.,RENY S AUTO SALES,22825 S DIXIE HWY,MIAMI,FL,33170,650872576,1,234378959,,,,,,,,,Florida ELT / Lienholder Source List
RENY'S MOTORS CORP,RENY S MOTORS,22825 S DIXIE HWY,MIAMI,FL,33170,812265824,2,246833929,,,,,,,,,Florida ELT / Lienholder Source List
"REPO AUTO BROKERS, LLC",REPO AUTO BROKERS,PO BOX 650737,MIAMI,FL,33265,331167626,2,233904775,,,,,,,,,Florida ELT / Lienholder Source List
REPO AUTO OUTLET LLC,REPO AUTO OUTLET,10735 SW 59 TER,MIAMI,FL,33173,461728330,2,234510055,,,,,,,,,Florida ELT / Lienholder Source List
"REPO DEPOT AUTO SALES, INC",REPO DEPOT AUTO SALES,470 B SOUTH DIXIE HWY,FORT LAUDERDALE,FL,33060,461332211,2,234332699,,,,,,,,,Florida ELT / Lienholder Source List
REPUBLIC BANK & TRUST COMPANY,REPUBLIC BANK TRUST,661 S HURTSBOURNE PKWY,LOUISVILLE,KY,40222,610197400,1,233693715,,,,,,,,,Florida ELT / Lienholder Source List
"REPUBLIC FINANCE, LLC",REPUBLIC FINANCE,7031 COMMERCE CIR,BATON ROUGE,LA,70809,320359413,1,609278821,,,,,,,,,Florida ELT / Lienholder Source List
REPUTABLE MOTORS INC.,REPUTABLE MOTORS,5765 RODMAN ST,HOLLYWOOD,FL,33023,844637473,2,610735725,,,,,,,,,Florida ELT / Lienholder Source List
REQUENAS AUTO SALES,REQUENAS AUTO SALES,4495 N US HIGHWAY 17,DELAND,FL,32720,452070426,2,233726767,,,,,,,,,Florida ELT / Lienholder Source List
RERALEM CAR DEALER LLC,RERALEM CAR DEALER,14576 KEY LIME BLVD,LOXAHATCHEE,FL,33470,813311243,4,265689541,,,,,,,,,Florida ELT / Lienholder Source List
RES 1 LLC,RES 1,6919 SW 18TH ST STE 200,BOCA RATON,FL,33433,934943232,1,624175395,,,,,,,,,Florida ELT / Lienholder Source List
RESCUE AUTO SALES LLC,RESCUE AUTO SALES,2764 NW 79TH AVE,MARGATE,FL,33063,830578819,2,630170841,,,,,,,,,Florida ELT / Lienholder Source List
RESERVE AUTO SALES LLC,RESERVE AUTO SALES,5537 MANFIELDS PL,JACKSONVILLE,FL,32207,464414898,2,238265645,,,,,,,,,Florida ELT / Lienholder Source List
RESIDENTIAL CREDIT OPPORTUNITIES TRUST II,RESIDENTIAL CREDIT OPPORTUNITIES TRUST II,3020 OLD RANCH PKWY STE 180,SEAL BEACH,CA,90740,472219630,1,263312713,,,,,,,,,Florida ELT / Lienholder Source List
RESOURCE ONE CREDIT UNION,RESOURCE ONE CREDIT UNION,PO BOX 660077,DALLAS,TX,75266,750821285,4,228115047,,,,,,,,,Florida ELT / Lienholder Source List
RESOURCE ONE ENTERPRISES,RESOURCE ONE ENTERPRISES,PO BOX 4543,CLEARWATER,FL,33758,270932701,3,237636521,,,,,,,,,Florida ELT / Lienholder Source List
RESPO LLC,RESPO,470 NE 42ND ST,BOCA RATON,FL,33431,883794283,1,616060065,,,,,,,,,Florida ELT / Lienholder Source List
RESPONDERS EMERGENCY SERVICES CREDIT UNION,RESPONDERS EMERGENCY SERVICES CREDIT UNION,924 W SINTO AVE,SPOKANE,WA,99201,910856702,2,634841421,,,,,,,,,Florida ELT / Lienholder Source List
"RETRO RIDEZ, LLC",RETRO RIDEZ,3145 N JOHN YOUNG PKWY,ORLANDO,FL,32804,472974827,1,246415641,,,,,,,,,Florida ELT / Lienholder Source List
"REUMAR, INC DBA GENES AUTO FRAME",REUMAR DBA GENES AUTO FRAME,3100 KENNESAW ST,FORT MYERS,FL,33916,202594904,3,253764147,,,,,,,,,Florida ELT / Lienholder Source List
REUNION BANK OF FLORIDA,REUNION BANK OF FLORIDA,3615 CLYDE MORRIS BLVD,PORT ORANGE,FL,32129,263379658,1,224763737,,,,,,,,,Florida ELT / Lienholder Source List
REV FEDERAL CREDIT UNION,REV FEDERAL CREDIT UNION,PO BOX 118000,NORTH CHARLESTON,SC,29423,570377963,0,226395131,,,,,,,,,Florida ELT / Lienholder Source List
REVELL INC,REVELL,5220 US HWY 17 N,BOWLING GREEN,FL,33834,273233371,2,233661563,,,,,,,,,Florida ELT / Lienholder Source List
REVERE BANK,REVERE BANK,319 MAIN ST,LAUREL,MD,20707,208489814,1,258882231,,,,,,,,,Florida ELT / Lienholder Source List
REVOLT AUTO LLC,REVOLT AUTO,1907 SW 84TH AVE,NORTH LAUDERDALE,FL,33068,821268944,2,252373195,,,,,,,,,Florida ELT / Lienholder Source List
REVOLUTION MOTOR CARS,REVOLUTION MOTOR CARS,10312 STATE ROAD 52,HUDSON,FL,34669,471519992,2,245840103,,,,,,,,,Florida ELT / Lienholder Source List
REVVED UP LOUNGE LLC,REVVED UP LOUNGE,810 NW 73RD TER,PLANTATION,FL,33317,392193132,2,634545643,,,,,,,,,Florida ELT / Lienholder Source List
"REX LUMBER, GRACEVILLE, LLC",REX LUMBER GRACEVILLE,PO BOX 7,GRACEVILLE,FL,32440,593755660,3,264387785,,,,,,,,,Florida ELT / Lienholder Source List
"REX LUMBER, LLC",REX LUMBER,PO BOX 7,GRACEVILLE,FL,32440,611870518,1,264701741,,,,,,,,,Florida ELT / Lienholder Source List
REXY AUTO SALES,REXY AUTO SALES,1755 NW 21ST TER,MIAMI,FL,33142,994599547,2,635388615,,,,,,,,,Florida ELT / Lienholder Source List
REYCA'S AUTO SALES INC,REYCA S AUTO SALES,1104 HWY 17 92 W,HAINES CITY,FL,33844,208646312,2,233585371,,,,,,,,,Florida ELT / Lienholder Source List
REYCO AUTO SALES CORP,REYCO AUTO SALES,2758 MICHIGAN AVE STE 3,KISSIMMEE,FL,34744,821008005,2,256989833,,,,,,,,,Florida ELT / Lienholder Source List
REYES AUTO STAR SALES INC.,REYES AUTO STAR SALES,110 SW 5TH AVE,HOMESTEAD,FL,33030,800866019,2,237195039,,,,,,,,,Florida ELT / Lienholder Source List
REYS AUTO SALES,REYS AUTO SALES,1089 US HWY 92 W,AUBURNDALE,FL,33823,261338139,2,234709667,,,,,,,,,Florida ELT / Lienholder Source List
REZMOTOR OF MIAMI LLC,REZMOTOR OF MIAMI,9090 NW SOUTH RIVER DR # 20-22,MEDLEY,FL,33166,842685819,2,262709875,,,,,,,,,Florida ELT / Lienholder Source List
"RFJ ENTERPRISES, LLC",RFJ ENTERPRISES,265 TOO LONG KEEN RD,MONTICELLO,FL,32344,460738364,2,234096119,,,,,,,,,Florida ELT / Lienholder Source List
RFK ELITE CORP DBA PEGASUS AUTO EXCHANGE,RFK ELITE DBA PEGASUS AUTO EXCHANGE,7051 MUSKOGEE ST,ORLANDO,FL,32807,844725884,3,264137393,,,,,,,,,Florida ELT / Lienholder Source List
"RFP MANAGEMENT, INC.",RFP MANAGEMENT,6831 W BEAVER ST,JACKSONVILLE,FL,32254,593498819,7,244539497,,,,,,,,,Florida ELT / Lienholder Source List
"RG MOTORS, LLC.",RG MOTORS,6207 N PALAFOX ST,PENSACOLA,FL,32503,474915949,2,244177999,,,,,,,,,Florida ELT / Lienholder Source List
RHINEBECK BANK,RHINEBECK BANK,2 JEFFERSON PLZ,POUGHKEEPSIE,NY,12601,141002430,2,251992277,,,,,,,,,Florida ELT / Lienholder Source List
RHINO AUTO SALES CORP,RHINO AUTO SALES,1800 NW 135TH AVE # 104,MIAMI,FL,33182,474342426,2,243534431,,,,,,,,,Florida ELT / Lienholder Source List
RHODE ISLAND CREDIT UNION,RHODE ISLAND CREDIT UNION,160 FRANCIS ST,PROVIDENCE,RI,2903,50252335,3,239273611,,,,,,,,,Florida ELT / Lienholder Source List
"RHP PARTNERS CAPITAL, LLC",RHP PARTNERS CAPITAL,31200 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,823248796,1,253150867,,,,,,,,,Florida ELT / Lienholder Source List
"RHP PARTNERS II CAPITAL, LLC",RHP PARTNERS II CAPITAL,31200 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,843924904,1,610669535,,,,,,,,,Florida ELT / Lienholder Source List
RHUPPERT CORP.,RHUPPERT,411 E DONEGAN AVE,KISSIMMEE,FL,34744,383786787,2,234150795,,,,,,,,,Florida ELT / Lienholder Source List
RHYNE INVESTMENTS LLC,RHYNE INVESTMENTS,1024 E SEMORAN BLVD,APOPKA,FL,32703,274831374,2,233582969,,,,,,,,,Florida ELT / Lienholder Source List
RIA FEDERAL CREDIT UNION,RIA FEDERAL CREDIT UNION,PO BOX 4750,ROCK ISLAND,IL,61204,420495795,3,248044877,,,,,,,,,Florida ELT / Lienholder Source List
RIAMONDE ENTERPRISES,RIAMONDE ENTERPRISES,1011 US HWY 92 W,SEFFNER,FL,33584,592519695,2,207502298,,,,,,,,,Florida ELT / Lienholder Source List
RICE AUTO SALES LLC,RICE AUTO SALES,11700 US HWY 19 N,CLEARWATER,FL,33764,460567219,2,233395307,,,,,,,,,Florida ELT / Lienholder Source List
